,Average,Date
701,60.56543035714286,2017-10-12
702,60.97054285714285,2017-10-13
703,60.824776785714285,2017-10-16
704,60.63522678571428,2017-10-17
705,60.75021964285715,2017-10-18
706,60.181357142857145,2017-10-19
707,60.22006964285715,2017-10-20
708,60.2633607142857,2017-10-23
709,60.050189285714296,2017-10-24
710,59.383187500000005,2017-10-25
711,59.18809821428572,2017-10-26
712,59.55160178571429,2017-10-27
713,60.45330714285715,2017-10-30
714,60.63339642857143,2017-10-31
715,61.80886785714286,2017-11-01
716,61.72518214285714,2017-11-02
717,62.02948392857142,2017-11-03
718,63.22280000000001,2017-11-06
719,63.9785875,2017-11-07
720,63.67517857142858,2017-11-08
721,63.615798214285704,2017-11-09
722,63.411898214285706,2017-11-10
723,62.958458928571424,2017-11-13
724,61.872307142857146,2017-11-14
725,60.55385892857142,2017-11-15
726,60.52394464285714,2017-11-16
727,60.842885714285714,2017-11-17
728,60.62285714285714,2017-11-20
729,60.90162857142857,2017-11-21
730,61.155183928571425,2017-11-22
731,61.31986607142857,2017-11-24
732,60.53633214285715,2017-11-27
733,60.45280714285714,2017-11-28
734,60.83696607142857,2017-11-29
735,61.87895892857142,2017-11-30
736,62.735857142857135,2017-12-01
737,62.84042857142857,2017-12-04
738,62.38337142857142,2017-12-05
739,61.373803571428574,2017-12-06
740,61.159749999999995,2017-12-07
741,61.85210357142857,2017-12-08
742,62.499819642857155,2017-12-11
743,62.49500178571428,2017-12-12
744,62.257124999999995,2017-12-13
745,62.07696607142857,2017-12-14
746,62.00044642857143,2017-12-15
747,62.28472321428573,2017-12-18
748,62.625803571428584,2017-12-19
749,63.285587500000005,2017-12-20
750,64.66224107142857,2017-12-21
751,65.61849464285714,2017-12-22
752,66.16305714285714,2017-12-26
753,66.2066107142857,2017-12-27
754,66.13486428571427,2017-12-28
755,66.17714285714287,2017-12-29
756,66.66333214285713,2018-01-02
757,67.72879464285714,2018-01-03
758,68.17421607142857,2018-01-04
759,68.33776785714285,2018-01-05
760,68.68889642857143,2018-01-08
761,68.97680357142858,2018-01-09
762,68.86965892857144,2018-01-10
763,69.75406071428571,2018-01-11
764,70.63178928571429,2018-01-12
765,70.52155535714287,2018-01-16
766,70.2669625,2018-01-17
767,70.17613392857143,2018-01-18
768,69.60997321428572,2018-01-19
769,70.69760714285715,2018-01-22
770,71.45588392857142,2018-01-23
771,71.41465178571428,2018-01-24
772,71.11909642857144,2018-01-25
773,70.96080357142856,2018-01-26
774,70.5181625,2018-01-29
775,68.7299125,2018-01-30
776,68.47959999999999,2018-01-31
777,68.73258750000001,2018-02-01
778,67.32148035714286,2018-02-02
779,65.11153035714285,2018-02-05
780,63.74639464285714,2018-02-06
781,64.78414821428571,2018-02-07
